集計年,都道府県コード,都道府県名,男女区分,0～4歳（人）,5～9歳（人）,10～14歳（人）,15～19歳（人）,20～24歳（人）,25～29歳（人）,30～34歳（人）,35～39歳（人）,40～44歳（人）,45～49歳（人）,50～54歳（人）,55～59歳（人）,60～64歳（人）,65～69歳（人）,70～74歳（人）,75～79歳（人）,80～84歳（人）,85～89歳（人）,90歳以上（人）
1980,01,北海道,男,208437,238711,217367,209528,185415,223093,252957,204233,196248,198635,174360,126069,97925,81875,59491,36898,17393,5699,1347
1980,01,北海道,女,199061,226566,208182,200572,191405,236955,267680,220272,205548,196417,173230,146934,116332,94160,69525,46893,25470,9760,3216
1985,01,北海道,男,180019,207356,236038,209552,183074,181763,221540,247804,198446,189084,190166,165329,117754,88156,69628,45579,23514,8442,2276
1985,01,北海道,女,172054,197870,224622,202927,193113,190969,233895,264128,216223,201648,192295,168864,142155,110636,86549,60022,35010,15132,4543
1990,01,北海道,男,149665,176765,202723,226108,176755,169103,175788,214554,238040,189040,179254,179827,155306,107647,76346,54756,30103,11983,3411
1990,01,北海道,女,142155,169061,193882,217259,188179,186103,185469,228295,257383,210332,196271,187608,164043,135849,102492,75760,46724,22001,7809
1995,01,北海道,男,132618,150901,176055,201737,207782,172479,173236,177080,214022,235671,185470,174462,172580,143846,94498,61266,37741,16322,5321
1995,01,北海道,女,127409,143128,168562,192872,207695,187044,186623,185279,227108,255139,207946,194325,184318,159060,128538,92041,61303,31719,13272
2000,01,北海道,男,121481,132985,150621,175008,179696,195963,172198,172185,174914,209920,229636,179583,168237,160468,127800,78377,44180,21951,8383
2000,01,北海道,女,116783,127736,142746,166835,178355,202207,185954,185198,184038,224150,251746,205482,191597,178820,151034,117220,76913,44216,22190
2005,01,北海道,男,111822,121854,132224,150573,158218,168952,195273,171427,170005,171569,205633,223497,174734,159007,144788,107490,58697,27031,11916
2005,01,北海道,女,108436,116573,126961,140937,153485,172624,200702,184519,183529,181957,222126,249371,203425,187072,171122,140295,102150,59325,34708
2010,01,北海道,男,102766,111287,121300,132356,133097,142807,166953,194191,170760,168184,168649,200857,217737,164977,144832,123747,81736,36762,15087
2010,01,北海道,女,98211,107893,115855,126174,131088,146870,171110,199320,183458,181608,180522,219830,246598,198622,179519,160068,124901,79972,47845
2015,01,北海道,男,92947,101243,110291,121227,125490,126007,141183,165145,192010,168655,165010,163961,193025,205682,151524,125883,97290,54120,22451
2015,01,北海道,女,88172,97027,106798,115613,121709,126742,144459,168653,196799,180953,179467,178018,216024,241171,191812,169360,144531,101377,69467
2020,01,北海道,男,79674,91799,100471,110126,117673,121823,125115,139673,163010,189242,165331,160333,157541,181966,189475,132524,100134,65729,34538
2020,01,北海道,女,75597,87267,96216,106558,114246,119958,125402,142708,166669,194376,178850,176949,174910,210947,233067,181250,153265,118576,95065
2025,01,北海道,男,70713,78789,91204,100518,107196,114702,121127,123997,138045,160761,185652,161010,154633,149113,167889,167513,106937,69167,45910
2025,01,北海道,女,67096,74888,86653,96230,105567,112902,118949,124148,141253,164727,192258,176599,174172,171158,204000,221321,165325,127476,120386
2030,01,北海道,男,65465,69973,78319,91429,98159,104841,114129,120075,122627,136275,157835,180963,155835,146895,138304,148751,137459,75308,53276
2030,01,北海道,女,62110,66521,74411,86828,95739,104574,111994,117772,122977,139730,163013,189969,174135,170754,165964,193842,203510,139222,140117
2035,01,北海道,男,61085,64812,69578,78603,89477,96267,104387,113196,118767,121141,133925,153977,175338,148519,136883,123546,122427,99194,60804
2035,01,北海道,女,57945,61618,66110,74627,86581,95058,103804,110937,116679,121718,138374,161157,187499,171007,165927,158404,178361,174015,160295
2040,01,北海道,男,56257,60511,64482,69896,77013,87848,95926,103609,112032,117376,119128,130833,149393,167368,139003,123140,103022,88667,78795
2040,01,北海道,女,53369,57524,61270,66355,74513,86062,94401,102837,109960,115499,120586,136892,159173,184335,166555,158926,146819,152685,198013
1980,02,青森県,男,57449,65182,64564,59243,48056,58793,64790,50918,51189,53376,46876,33229,25678,23226,16621,9994,4452,1424,290
1980,02,青森県,女,54722,62869,61668,57649,51876,60936,65440,54810,55904,58158,50589,41829,33447,28654,22194,15251,8328,3190,892
1985,02,青森県,男,50740,57670,64759,56297,43594,48763,58340,63307,48960,48609,50613,44208,31485,23330,19731,12361,6159,2038,464
1985,02,青森県,女,48038,54795,62552,54997,46814,51827,60372,64814,53563,54412,56656,49135,40563,31834,26489,19056,10976,4759,1350
1990,02,青森県,男,41102,50223,56829,55680,38742,41638,46985,56148,60262,45981,45523,47256,41551,28835,20227,15249,7981,3060,739
1990,02,青森県,女,39266,47629,54033,54849,41071,45195,50430,59121,63058,51702,52610,55098,47904,39200,29823,23251,14577,6589,2245
1995,02,青森県,男,36776,42037,50125,51707,44932,40822,43910,47998,56383,59549,44740,43968,45652,38758,25340,15770,9919,3921,1142
1995,02,青森県,女,35419,40396,47661,49822,44267,43023,46084,50627,58525,62056,51005,51858,54383,46697,37054,26742,18508,9392,3502
2000,02,青森県,男,33727,37838,42110,46338,42560,45332,42977,45177,48425,56186,58701,43731,43210,43422,34316,20409,10749,5204,1683
2000,02,青森県,女,32455,36495,40516,44108,40451,45031,44296,46720,50376,57831,61229,50430,51552,53191,44570,33596,21798,12532,5629
2005,02,青森県,男,29485,34184,37601,38696,36075,39943,44672,42203,44251,46876,53949,56191,42439,40903,38808,28112,14586,6100,2434
2005,02,青森県,女,28477,32645,36324,37110,34785,39057,44725,43962,46040,49619,56790,60149,49862,50028,50805,41061,28675,15970,8651
2010,02,青森県,男,24618,29270,33697,34303,28329,33175,39124,43825,41593,43032,45375,51844,54288,39992,36738,32240,20233,8354,3079
2010,02,青森県,女,23843,28088,32326,33005,27876,32563,38575,44293,43506,45267,48652,55768,59194,48429,47956,47061,35471,21463,11752
2015,02,青森県,男,22086,24349,28916,31355,28710,27588,32739,38462,43161,40696,41924,43713,49516,51031,36216,30948,23742,12127,4619
2015,02,青森県,女,20955,23456,27788,30238,27707,26622,31978,37952,43666,42733,44464,47806,54772,57763,46665,44664,41020,26982,16381
2020,02,青森県,男,18705,21848,24076,27460,27881,28381,27313,32192,37788,42162,39569,40322,41625,46309,46279,30718,23221,14707,7092
2020,02,青森県,女,17746,20648,23229,26501,27046,27025,26289,31515,37437,42953,42003,43667,46855,53307,55627,43541,39253,31848,22040
2025,02,青森県,男,16466,18526,21628,22880,24441,27623,28134,26906,31668,36950,41059,38154,38572,39105,42124,39758,23442,14792,9442
2025,02,青森県,女,15620,17501,20464,22197,23718,26474,26744,25954,31119,36844,42251,41294,42883,45670,51366,52187,38574,31012,27889
2030,02,青森県,男,15034,16313,18342,20565,20402,24278,27389,27714,26492,30997,36016,39653,36649,36414,35778,36368,30978,15300,10694
2030,02,青森県,女,14266,15408,17348,19559,19904,23300,26194,26407,25650,30641,36261,41576,40618,41863,44099,48250,46672,30932,30795
2035,02,青森県,男,13835,14903,16151,17447,18344,20326,24086,26980,27293,25962,30251,34839,38202,34774,33507,31191,28566,20852,11791
2035,02,青森県,女,13127,14081,15276,16588,17531,19594,23060,25865,26101,25269,30168,35696,40940,39710,40521,41574,43238,38110,32975
2040,02,青森県,男,12662,13720,14762,15368,15568,18291,20178,23740,26572,26765,25375,29308,33613,36366,32187,29476,24870,19455,15514
2040,02,青森県,女,12017,12954,13958,14614,14874,17280,19407,22762,25563,25720,24894,29724,35174,40070,38523,38329,37483,35462,39430
1980,03,岩手県,男,52658,57897,56465,52299,40987,52649,57014,46459,48050,51393,49076,34835,27491,24404,17801,11414,5251,1799,431
1980,03,岩手県,女,50113,55236,53645,48810,41519,53221,55929,49751,53412,56777,52999,43947,35770,30080,22911,16025,8796,3497,991
1985,03,岩手県,男,46496,53055,57957,49177,37865,44532,53883,56722,45545,46634,49544,46969,33080,25221,20982,13600,7205,2596,677
1985,03,岩手県,女,44376,50700,55216,46788,38254,45184,53400,55784,49142,52629,55762,51773,42758,34126,27627,19732,11916,5125,1579
1990,03,岩手県,男,38845,46322,52678,50736,34784,39423,44584,53329,55402,43998,44862,47521,44559,30638,22052,16638,8947,3602,1056
1990,03,岩手県,女,37443,44254,50268,48483,35946,40206,44674,52744,55009,48110,51546,54599,50537,41179,31951,24354,15339,7384,2597
1995,03,岩手県,男,35237,40034,46803,47575,40513,37992,41778,45893,53899,55150,43191,43707,45921,41814,27210,17663,11364,4726,1469
1995,03,岩手県,女,33854,38354,44728,45402,39145,38672,41335,45349,52843,54485,47660,50985,53680,49146,39040,28797,19655,10218,4154
2000,03,岩手県,男,32488,36022,40335,42663,38915,43623,39902,42730,46367,53671,54528,42451,42674,43540,37324,22460,12553,6411,2220
2000,03,岩手県,女,30359,34531,38735,41182,37428,41609,39810,41927,45515,52408,53994,47278,50502,52406,46798,35634,23854,14007,6781
2005,03,岩手県,男,29036,32620,35933,36793,32660,38395,42732,39205,42040,45371,52469,52874,40983,40432,39277,31208,16500,7383,3273
2005,03,岩手県,女,27891,30460,34328,35369,31956,36807,40754,39161,41341,44830,51692,53353,46594,49127,50146,43415,30707,17869,10163
2010,03,岩手県,男,25518,28769,32325,32981,27378,32259,38026,42364,38810,41090,44248,50811,51193,38949,36775,33355,23112,9875,3974
2010,03,岩手県,女,24167,27763,30262,31656,27361,31619,36872,40703,39146,41024,44400,51086,52753,45573,47089,46755,37861,23318,13862
2015,03,岩手県,男,22888,25212,28370,29495,27914,27990,32272,37780,41693,38114,40211,42809,48515,48143,35190,31105,25385,14266,5631
2015,03,岩手県,女,21711,23862,27479,28124,26902,27093,31212,36331,40230,38431,40359,43542,49965,51235,43520,43600,41451,29388,18970
2020,03,岩手県,男,19797,22616,24994,26950,26153,28354,27864,31967,37258,40960,37269,38951,40999,45843,44183,30481,24075,16341,8543
2020,03,岩手県,女,18783,21540,23708,26286,25195,26954,26856,30823,35973,39766,37989,39853,42855,48912,49518,40972,38699,32704,25457
2025,03,岩手県,男,17813,19541,22402,23864,24226,26586,28224,27601,31499,36562,40012,36111,37315,38749,42015,38569,23855,15818,10827
2025,03,岩手県,女,16897,18617,21388,22816,23824,25282,26728,26522,30502,35509,39238,37471,39194,41896,47158,46715,36554,30956,30969
2030,03,岩手県,男,16549,17589,19364,21424,21476,24639,26474,27938,27222,30938,35735,38815,34690,35399,35674,36778,30736,16016,11758
2030,03,岩手県,女,15702,16759,18491,20608,20742,23903,25065,26392,26266,30123,35049,38734,36913,38384,40477,44510,42067,29664,33276
2035,03,岩手県,男,15469,16347,17428,18544,19308,21883,24534,26202,27553,26765,30268,34700,37345,33025,32737,31459,29447,21220,12551
2035,03,岩手県,女,14680,15570,16648,17840,18754,20837,23704,24753,26137,25955,29746,34610,38197,36203,37156,38317,40116,34764,34557
2040,03,岩手県,男,14331,15290,16201,16707,16737,19689,21794,24294,25836,27097,26216,29432,33421,35625,30668,29061,25515,20462,15938
2040,03,岩手県,女,13597,14564,15474,16073,16248,18840,20679,23411,24512,25823,25638,29387,34141,37503,35107,35268,34743,33249,39533
1980,04,宮城県,男,82342,87023,77284,79673,79213,86390,92512,74249,70171,71041,65493,47970,35589,29866,22739,13865,6534,2300,589
1980,04,宮城県,女,77795,82803,73305,73416,76437,86170,89331,73003,72851,74635,69173,57427,44753,38667,28928,19930,11086,4746,1439
1985,04,宮城県,男,75465,83395,87623,82129,78421,74427,87835,92844,73469,68776,68668,63292,45737,32794,25855,17530,8760,3104,846
1985,04,宮城県,女,72164,78783,83469,75107,73569,74971,86668,89872,72702,72139,73666,68257,56271,42966,35836,24739,14670,6275,2082
1990,04,宮城県,男,64808,76364,84208,93697,80003,70037,74930,87945,92626,72554,66795,66554,60767,42311,28932,20568,11669,4370,1205
1990,04,宮城県,女,61164,73321,79448,86893,75548,71143,75249,87258,90138,71951,71180,72945,67236,54457,40365,31512,19265,8915,3190
1995,04,宮城県,男,57682,66496,77656,92387,96211,75344,73317,77235,89942,94003,72472,65999,64492,56973,37855,23503,14234,6267,1812
1995,04,宮城県,女,55261,62806,74430,84956,89893,74508,73111,76903,88729,90455,72028,71259,72290,65556,51992,36136,25457,12820,4915
2000,04,宮城県,男,55969,58440,66964,82984,90616,88171,75700,73769,77955,89501,92236,70479,64065,60647,51009,31534,16852,8235,2950
2000,04,宮城県,女,52901,55977,63265,78551,85135,86284,74918,73642,77506,88515,89650,71525,70624,70639,62800,47786,30382,17989,8333
2005,04,宮城県,男,52196,55853,58261,70782,77626,79001,84809,74012,72326,75636,86660,88893,67961,60682,54938,43223,23547,10075,4313
2005,04,宮城県,女,49901,52869,55729,65993,74865,77696,83063,73245,72607,76275,87046,88677,70586,69024,67715,58458,41473,23058,13138
2010,04,宮城県,男,48942,52904,56178,61644,66160,69025,77845,84752,74091,71761,74322,84503,86413,64670,55414,46921,32589,14483,5499
2010,04,宮城県,女,46790,50278,53109,58366,64019,70438,77439,83726,73890,72729,75931,86660,87924,69290,66564,63678,51516,32197,17973
2015,04,宮城県,男,45908,48760,52767,55649,60738,65466,69692,78463,85468,74145,71125,72695,81501,81803,59079,47605,36481,20853,8216
2015,04,宮城県,女,43551,46713,50065,52622,58244,63376,69923,77183,83331,73344,71865,74952,85095,86008,66662,62321,57172,40831,25906
2020,04,宮城県,男,40673,46093,48927,54110,54757,58932,65155,69608,78174,84866,73112,69549,70415,77829,76116,52364,38266,24629,13010
2020,04,宮城県,女,38590,43655,46737,51164,52702,57187,63092,69834,76940,82845,72764,71407,74201,83818,83816,63721,56635,46925,36424
2025,04,宮城県,男,37252,40547,46100,50274,54049,53282,58575,64727,69089,77402,83481,71349,67196,67088,72133,67734,42496,26386,17040
2025,04,宮城県,女,35338,38411,43565,47895,51761,51899,56796,62706,69387,76310,82004,72091,70480,72880,81321,80059,58143,47070,45805
2030,04,宮城県,男,35160,37131,40555,47402,50340,52467,53046,58227,64238,68438,76150,81510,69071,64250,62429,64211,55777,29933,19979
2030,04,宮城県,女,33359,35183,38338,44685,48607,50935,51590,56469,62331,68831,75534,81263,71234,69326,70835,77596,73553,49162,51565
2035,04,宮城県,男,33115,35059,37146,41709,47522,48909,52199,52769,57820,63643,67377,74375,78949,66231,60069,55958,52911,40189,23534
2035,04,宮城県,女,31414,33211,35115,39333,45412,47831,50611,51326,56138,61851,68151,74844,80320,70158,67534,67792,71171,63077,57198
2040,04,宮城県,男,30764,33018,35071,38183,41817,46140,48671,51920,52442,57329,62673,65858,72057,75768,62162,54242,46650,38187,31285
2040,04,宮城県,女,29190,31282,33150,36009,39970,44671,47537,50339,51056,55721,61255,67539,73972,79132,68485,64875,62514,60886,70757
1980,05,秋田県,男,44173,45957,44667,43632,35519,46883,51792,40102,42423,47450,45646,33004,26932,22501,16463,10017,4570,1366,253
1980,05,秋田県,女,41429,44333,42718,42184,38322,48142,50728,42627,47925,52261,50411,41771,33558,28351,21786,15198,8051,2847,672
1985,05,秋田県,男,38012,44374,45887,38862,29484,38568,47518,51091,39160,41057,45517,43566,31394,24723,19221,12350,6146,2096,521
1985,05,秋田県,女,36320,41509,44300,37547,32610,40318,47661,50537,42166,47035,51349,49219,40814,31947,26010,18541,10908,4448,1175
1990,05,秋田県,男,31025,37846,44048,40149,26461,31257,38335,46793,49804,37494,39137,43319,41368,29012,21516,15089,7903,3042,819
1990,05,秋田県,女,29535,36025,41158,38770,27618,33661,39462,47029,49643,41132,46045,50220,48143,39109,29854,22643,14233,6303,2050
1995,05,秋田県,男,26977,31688,37928,39707,30716,28918,33168,39080,46907,49192,36696,38108,41709,38532,25567,17071,10234,4053,1167
1995,05,秋田県,女,25897,30174,36180,36617,30198,30065,34364,39835,46985,49117,40718,45462,49421,46862,37121,26726,17946,9099,3304
2000,05,秋田県,男,24007,27569,31835,34140,30453,32778,30300,33685,39182,46239,48121,35694,37095,39177,34099,20850,11757,5562,1893
2000,05,秋田県,女,23054,26360,30270,32126,28379,32350,30800,34844,39780,46386,48576,40267,45057,48123,44614,33784,21982,12400,5523
2005,05,秋田県,男,20822,24352,27547,28227,24831,30186,32423,30002,33194,38195,45130,46691,34711,35064,35176,28314,15189,6632,2747
2005,05,秋田県,女,20023,23335,26287,26597,23349,28405,31713,30328,34306,39123,45805,47955,39779,43921,46086,41301,28852,16095,8471
2010,05,秋田県,男,18353,20792,24190,24140,19215,24314,30041,31984,29681,32504,37224,43616,45349,32717,31848,29737,20655,8947,3380
2010,05,秋田県,女,17455,20036,23235,23014,18895,23646,28559,31776,30381,34030,38610,45304,47350,38779,42088,42939,35897,21543,11920
2015,05,秋田県,男,16097,18103,20547,21955,19187,19355,24202,29571,31538,29145,31751,35950,41837,42741,29904,27289,22264,12688,4832
2015,05,秋田県,女,15274,17273,19857,21116,18500,18866,23215,28033,31309,29926,33482,38071,44513,46286,37339,39369,37586,27253,16827
2020,05,秋田県,男,13671,15901,17915,19171,18896,19413,19320,23866,29118,30952,28468,30682,34431,39344,39167,25827,20860,14114,7213
2020,05,秋田県,女,12968,15131,17127,18596,18371,18643,18651,22864,27659,30887,29480,33027,37395,43467,44663,35073,34854,29246,22841
2025,05,秋田県,男,12053,13514,15750,16742,16495,19139,19404,19087,23533,28594,30265,27573,29541,32507,36128,34204,20060,13583,8969
2025,05,秋田県,女,11436,12858,15018,16057,16223,18549,18473,18395,22585,27299,30440,29118,32506,36570,41955,42172,31319,27605,27505
2030,05,秋田県,男,10941,11920,13390,14724,14435,16779,19131,19170,18834,23123,27975,29358,26676,28005,29990,31657,27075,13367,9655
2030,05,秋田県,女,10378,11340,12767,14087,14021,16405,18394,18221,18179,22300,26917,30082,28704,31834,35358,39638,38002,25193,29437
2035,05,秋田県,男,10040,10822,11812,12519,12697,14716,16785,18900,18916,18519,22648,27156,28470,25400,25981,26506,25222,18564,10128
2035,05,秋田県,女,9523,10299,11266,11980,12303,14220,16271,18145,18013,17957,21999,26606,29681,28154,30843,33509,35759,31140,29887
2040,05,秋田県,男,9211,9939,10726,11045,10798,12972,14739,16587,18656,18612,18160,22022,26345,27169,23687,23168,21408,17452,13219
2040,05,秋田県,女,8740,9457,10230,10569,10460,12494,14105,16057,17932,17792,17720,21755,26258,29143,27338,29319,30409,29412,34709
1980,06,山形県,男,44631,46165,43603,42923,35927,47038,51262,39987,40974,45245,45604,34345,27074,24359,17851,11502,5105,1495,311
1980,06,山形県,女,42491,44468,41346,40993,37428,46071,46729,39487,43606,48904,50799,44223,33993,30600,24222,17672,9043,3501,932
1985,06,山形県,男,39947,44713,46231,39353,32282,39353,47923,50929,39426,39991,43837,43775,32580,24759,20961,13470,6989,2375,489
1985,06,山形県,女,37949,42492,44521,37744,33627,39631,45938,46642,39205,43056,48099,49813,43015,32329,28043,20720,12819,5068,1503
1990,06,山形県,男,34951,40096,44703,41651,29610,34134,39972,47830,50382,38394,38885,42208,41767,30302,21783,16648,8871,3433,892
1990,06,山形県,女,33452,38202,42420,40268,30298,34734,39610,45968,46251,38554,42389,47368,48927,41460,30203,24793,15939,7766,2487
1995,06,山形県,男,30819,35491,40265,40986,34567,32475,35726,40839,48215,50356,37896,38016,40702,38926,27005,17641,11341,4573,1283
1995,06,山形県,女,29595,34061,38365,38757,33370,32501,35669,40128,46037,45997,38319,42050,46645,47501,39249,27139,19795,10302,4062
2000,06,山形県,男,28472,30952,35576,36434,34279,36671,33766,36256,40978,47923,49534,36981,36843,38154,34771,22539,12557,6439,2072
2000,06,山形県,女,27092,29929,34161,34495,31580,35327,33438,36239,40337,45763,45714,37964,41578,45446,45309,35838,22482,13595,6388
2005,06,山形県,男,25704,28392,30839,32140,29830,34508,36155,33245,35670,40057,46669,48019,35787,34941,34606,29303,16665,7578,3151
2005,06,山形県,女,24781,26956,29672,30845,27915,31935,34866,32582,35482,39509,45127,45114,37633,40526,43495,42015,31009,16728,9483
2010,06,山形県,男,22992,25490,28196,27867,24314,29089,34173,35653,32755,35053,39193,45433,46540,33920,31895,29754,22188,10008,4034
2010,06,山形県,女,21735,24574,26772,27031,23928,28060,32272,34996,32959,35606,39609,44876,44703,36796,39061,40687,36835,23601,12943
2015,06,山形県,男,20700,22605,25232,26145,23797,24516,28907,33719,35132,32319,34378,38144,43672,44088,31163,27754,22962,13854,5696
2015,06,山形県,女,19636,21408,24308,25059,23118,23930,27741,31660,34515,32531,35191,39092,44166,43775,35589,36691,35873,28447,18723
2020,06,山形県,男,18039,20409,22399,23910,23615,24108,24406,28514,33167,34578,31647,33410,36607,41229,40625,27288,21743,14800,8258
2020,06,山形県,女,17112,19384,21210,23219,22722,23268,23756,27302,31241,34094,32155,34727,38438,43162,42349,33518,32645,28320,24814
2025,06,山形県,男,16349,17795,20243,21264,21661,23969,24030,24114,28076,32647,33881,30819,32156,34658,38018,35907,21687,14369,9968
2025,06,山形県,女,15509,16904,19224,20309,21076,22915,23153,23422,26961,30874,33721,31768,34202,37604,41756,40073,30058,26214,28496
2030,06,山形県,男,15283,16129,17656,19230,19317,22010,23889,23740,23745,27651,31998,33015,29737,30546,32078,33646,28998,14647,10721
2030,06,山形県,女,14495,15324,16769,18440,18487,21281,22799,22832,23143,26652,30539,33332,31330,33506,36432,39502,36233,24499,29661
2035,06,山形県,男,14337,15080,16006,16781,17492,19676,21942,23590,23378,23399,27118,31185,31893,28331,28377,28578,27262,20111,11491
2035,06,山形県,女,13601,14325,15205,16092,16808,18689,21172,22476,22563,22888,26374,30188,32898,30736,32524,34559,35729,30033,30047
2040,06,山形県,男,13333,14150,14962,15217,15275,17822,19628,21677,23239,23047,22958,26455,30128,30424,26414,25453,23434,19027,14968
2040,06,山形県,女,12646,13440,14214,14597,14679,16990,18609,20874,22217,22320,22660,26076,29796,32291,29881,30941,31430,29668,34614
1980,07,福島県,男,78368,83241,76457,74079,60972,78813,84134,66634,65177,70691,70315,52645,40278,34472,26133,16939,7828,2694,621
1980,07,福島県,女,75027,79967,73780,71411,64588,78955,77833,65177,67947,75570,74988,64545,50849,44269,34368,24403,13620,5687,1670
1985,07,福島県,男,72049,79496,83596,68495,56750,68032,81828,84726,66147,63899,68493,67596,49970,36859,29598,19906,10407,3660,926
1985,07,福島県,女,69226,76001,80399,67175,59026,68742,78988,78332,64767,67247,74592,73770,62981,48546,40914,29309,17761,7624,2437
1990,07,福島県,男,63151,72957,79721,75045,53888,61293,69600,82121,84535,65192,62094,66301,64693,46388,32415,23468,13270,5120,1361
1990,07,福島県,女,60165,69954,76116,73552,55904,61819,68549,79196,77663,63971,66485,73592,72364,60718,45576,35999,22761,10813,3663
1995,07,福島県,男,56861,64771,73585,73315,64489,60080,65068,72136,83881,85039,64867,61033,63878,60266,41176,26175,16079,7020,2099
1995,07,福島県,女,54008,61713,70573,70488,62948,59914,63307,69959,79524,77487,63787,66218,72790,70517,57769,40680,29020,14961,5810
2000,07,福島県,男,52428,57309,64866,67312,61453,68556,61396,65537,72191,82964,83310,63189,58993,59683,53529,33898,18568,9047,3169
2000,07,福島県,女,50093,54467,61875,64531,58378,65748,60796,63851,69903,78945,77060,63458,65929,70836,67185,52876,33659,20071,9276
2005,07,福島県,男,47606,52431,56973,58982,53488,62010,67619,60263,64361,70751,80958,80942,61177,55736,53793,44742,25115,10916,4596
2005,07,福島県,女,45522,50012,54099,56148,50611,58396,64270,59336,62719,68946,78083,76449,63184,64497,67812,62438,45372,24896,14171
2010,07,福島県,男,41942,47284,52049,52234,45442,53386,61157,66304,59155,62976,69152,78928,78535,57821,50589,45497,33513,15314,5898
2010,07,福島県,女,39967,45179,49648,49156,43217,51132,58386,64110,59305,62425,68460,77346,75652,61674,61714,63426,54836,34699,19470
2015,07,福島県,男,36688,39776,45921,47173,40628,45811,51683,58965,64268,58002,61740,67866,76286,74587,53112,43703,34337,20779,8491
2015,07,福島県,女,34805,37646,43616,44557,37085,41605,48127,55154,61789,57938,61369,67353,76332,73899,59298,58105,55140,41735,27240
2020,07,福島県,男,32423,37357,41502,43514,38363,42695,46752,52549,59700,64770,57880,61438,66721,74008,70100,46821,34552,23300,13609
2020,07,福島県,女,30761,35386,39410,41190,35889,38764,43117,49687,56815,62787,58495,61886,67939,76080,72634,56938,52746,45419,39541
2025,07,福島県,男,29226,32046,37084,39529,39537,39102,42439,46068,51673,58655,63433,56426,59135,63011,67915,61127,36838,22970,15997
2025,07,福島県,女,27729,30410,35110,37476,37138,36267,38413,42529,49018,56095,62025,57778,60966,66442,73283,68664,51022,42327,45263
2030,07,福島県,男,27147,28891,31818,35307,35895,40333,38865,41822,45309,50792,57477,61894,54492,56066,58076,59394,48953,24935,17138
2030,07,福島県,女,25755,27417,30179,33379,33783,37549,35933,37894,41966,48410,55434,61294,56993,59705,64124,69296,62059,41470,47114
2035,07,福島県,男,25268,26837,28687,30293,32025,36644,40087,38304,41143,44553,49806,56113,59850,51856,51908,51178,47784,34034,18934
2035,07,福島県,女,23972,25468,27210,28692,30064,34163,37195,35448,37400,41455,47857,54793,60501,55885,57725,60823,62682,51298,48649
2040,07,福島県,男,23298,24979,26647,27307,27470,32688,36421,39509,37691,40475,43713,48674,54292,57055,48213,46078,41672,33444,24873
2040,07,福島県,女,22103,23704,25275,25863,25833,30388,33833,36689,34990,36954,40992,47323,54095,59364,54118,54933,55324,51969,56909
1980,08,茨城県,男,100988,118472,102164,88028,81290,103848,117728,103368,92702,85061,78522,56198,43603,39890,29634,18290,8793,2865,672
1980,08,茨城県,女,96483,113041,97318,84687,79470,99707,113980,95385,83674,80393,78230,69733,56842,49968,37204,25882,15100,6255,1932
1985,08,茨城県,男,91351,106860,122797,100436,83676,89802,109581,124035,106775,93231,84113,76583,53859,40460,34786,22783,11459,4117,1077
1985,08,茨城県,女,87465,101922,117117,96267,80396,84852,105833,119575,97816,84193,80577,78080,69017,55041,46703,31953,18980,8483,2661
1990,08,茨城県,男,80650,95526,109801,119630,93209,89656,93505,114076,127871,107518,92495,82057,73616,50496,35960,28043,15230,5676,1617
1990,08,茨城県,女,76415,91823,104818,114652,90227,83393,88975,110160,121708,98306,84432,80738,77613,67483,52225,41655,24836,11516,4062
1995,08,茨城県,男,75469,85196,98610,107764,112879,102572,95184,98276,118170,129650,107390,91483,79256,68938,45268,29362,19432,8189,2338
1995,08,茨城県,女,70840,80632,94616,102870,107892,93652,89067,93756,112769,122858,99036,84929,80592,76250,64678,47486,33892,16443,6334
2000,08,茨城県,男,73084,76960,85914,94443,97137,116465,102794,95418,98271,116796,127140,104936,88446,74170,61660,37699,21096,11229,3885
2000,08,茨城県,女,69172,72230,81141,91066,93084,107038,95060,90506,93935,112236,122019,98801,84769,78986,73011,59425,39798,24236,10498
2005,08,茨城県,男,66577,72776,75998,81966,83635,95616,112477,98679,91850,95171,113198,122802,101271,83581,66997,51881,28247,12662,5835
2005,08,茨城県,女,63804,68787,71390,76913,79461,87665,102903,91071,87295,91551,109828,119964,98037,82684,75837,68142,51585,30004,17492
2010,08,茨城県,男,62808,68526,73702,75094,75951,87531,98811,115168,100859,92534,94563,111299,119973,96798,76786,57020,39183,17266,6894
2010,08,茨城県,女,59522,65484,69596,69386,69544,79533,90224,106180,94157,89184,92199,109871,119640,96428,80079,71196,59996,39789,23630
2015,08,茨城県,男,58448,62872,68501,72494,73344,79095,88009,98761,115086,100322,91364,92552,107560,114345,89159,65956,43944,24881,9717
2015,08,茨城県,女,55447,59499,65258,67788,65319,68688,78640,89773,105439,93284,88233,91274,108557,117531,93344,75262,62976,46742,32426
2020,08,茨城県,男,51251,58313,62705,67614,71708,75667,79026,87343,97935,113668,98466,88944,88973,101771,105254,76887,51374,28649,14547
2020,08,茨城県,女,48625,55296,59242,64025,65663,65213,68134,78095,89011,104348,92170,87172,89937,106189,113521,87604,66834,49844,41529
2025,08,茨城県,男,46343,51177,58217,61977,67014,74039,75712,78502,86691,96785,111625,95984,85761,84478,93815,91779,60572,34194,18529
